subject_norm,subject,total_sendings,total_opens,open_rate,wilson_score
from just last chance for valentine s day delivery,From just $4.50 | Last chance for Valentine’s Day delivery &#x23f1;&#xfe0f;,64024,20924,0.32681494439585157,0.3231921160844961
mega sale ends tonight metal prints up to off,MEGA SALE ends tonight: Metal Prints - up to 88% off,1612331,522247,0.3239080561001432,0.3231861346383138
less than h left don t miss up to off décor, Less than 24h left | Don’t miss up to 80% off Décor! ,930198,301499,0.32412346618676885,0.3231730260845651
these best sellers are calling your name,&#x1f4e2; These best sellers are calling your name!,88985,29005,0.3259538124402989,0.3228815973071203
great news for your code ugg n mk is now valid for an extended period,&#x1f60d; Great news for: Your code UGG1N8MK is now valid for an extended period!,379668,123117,0.3242754195771042,0.32278819978155593
veterans day sale starts now save big on canvas acrylic,Veterans Day sale starts now! Save big on Canvas & Acrylic,73730,24040,0.32605452326054524,0.32267996511175123
your off discount expires soon use code hq dxab to save big,Your $10 OFF discount expires soon! Use code HQ06DXAB to save big!,1684506,544368,0.32316180530078253,0.322455936882936
your code xjoio s only valid today redeem it now,"Your code &#x1f4a5;XJOIO7S3&#x1f4a5; only valid today! Redeem it now{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",3480760,1123318,0.3227220492076443,0.32223109207458805
up to off we we celebrate you benefit,"Up to 25% OFF &#x1f4b8; {% if contact.1 == true %} {{ contact.1 }}, we {% else %}We {% endif %}celebrate, you benefit!",448362,145058,0.3235287557821582,0.3221608965858726
lucky mp mpuk sa attentive rem,LUCKY24MP_MPUK_SA_2544_ATTENTIVE_REM,37821,12362,0.3268554506755506,0.32214585126826173
your code vukdmls expires soon hurry,Your code VUKDMLS6 expires soon! &#x1f525; Hurry!,1601592,516994,0.3228000639363833,0.3220763783108988
capture capture capture capture your best moments of the year,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, capture {% else %}Capture {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, capture {% else %}Capture {% endif %}{% endif %}your best moments of the year!",1471156,474859,0.3227795012901419,0.3220244470578391
get prices from as reward for keeping us busy,"Get prices from $5 as reward for keeping us busy{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} &#x1f4a5;",486160,157176,0.3233009708737864,0.32198754722160394
mega offer grab calendars at rock bottom prices,Mega Offer: Grab Calendars at rock-bottom prices! &#x1f389;,1616942,521380,0.32244817686719746,0.32172813910430026
th of july sale off xxl canvas prints,&#x1f386; 4th of July Sale: 84% Off XXL Canvas Prints,463632,149764,0.3230234323774028,0.3216788163280154
only today cyber monday discounts end soon,Only today &#x26a1; CYBER MONDAY discounts end soon!,1763344,568258,0.3222615666597102,0.32157215503921105
last chance hug day deals up to off ends tonight,Last chance! Hug Day deals – up to 87% off ends tonight!,1183275,381438,0.3223578627115421,0.32151630397046405
wall décor with jaw dropping discounts starting from,Wall Décor with jaw-dropping discounts starting from $3!,4817543,1550761,0.32189873551725434,0.3214816720280102
last chance wall décor from only until pm,&#x1f3af; Last chance: Wall Décor from $3.87 – only until 11:59 pm!,799407,257769,0.3224502662598651,0.3214264750972098
h the best prices ever seen are you joining in,(24h) The best prices ever seen—are you joining in?,65129,21167,0.32500115156074866,0.3214143789591867
camera day up to discount expires today,&#x1f4f8; Camera Day! Up to 75% discount - expires today!,287556,92888,0.32302577584887815,0.32131892380616484
beat the rush before your early black friday deal ends,Beat the rush before your early Black Friday deal ends!,237346,76699,0.3231526969066258,0.3212740283948225
get your mystery discount ready ready ready ready to test your luck,Get your Mystery discount. {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to test your luck?,731864,235896,0.3223221800771728,0.3212523416281106
prepare early most loved items start at just,Prepare early! &#x1f381; Most-loved items start at just $3!,265165,85610,0.3228555804876209,0.32107847439347614
until midnight bestsellers from c,Until midnight: Bestsellers from C$3.47,520709,167756,0.3221684280471434,0.3209004538524185
h get mom something she s been wanting for a while,24h: Get Mom something she's been wanting for a while,85628,27745,0.3240178446302611,0.32089106908121856
valentine s day sale discount up to on all canvases,Valentine's Day SALE: discount up to 15% on ALL Canvases! &#x1f495;,648790,208788,0.3218113719385317,0.32067564068468263
the perfect valentine s gift personalized canvases starting at c,The perfect Valentine’s Gift? Personalized Canvases starting at C$6.57!,291665,93950,0.322116126377865,0.3204225883902529
top canvas prints blankets pillows mixpix from just,"Top Canvas Prints, Blankets, Pillows & MIXPIX from just $7",2747275,881781,0.3209656841779582,0.3204138826282652
off on everything we re giving santa a run for his money,23% OFF on everything! We’re giving Santa a run for his money!&#x1f385;&#x1f3fb;,663702,213384,0.3215057360080277,0.32038310665044145
use code lsqu wzx get a free canvas free shipping,Use code LSQU0WZX &#x1f381; Get a FREE Canvas & free shipping!,421996,135782,0.32176134370941906,0.3203534878950544
don t miss out guaranteed delivery ends in hours off,&#x23f0; Don’t miss out: guaranteed delivery ends in 48 hours + 92% off!,836357,268739,0.3213209191768587,0.32032090807367825
days canvas prints highly discounted,3 days! 6 Canvas Prints highly discounted,3692940,1184539,0.3207577160744556,0.3202818326951605
last hours bestsellers from,&#x1f55b; Last hours: Bestsellers from £4!,683749,219740,0.32137524149943913,0.3202692957707422
for valentine s free shipping and mega discounts on romantic gifts,For Valentine's: FREE shipping and mega discounts on romantic gifts &#x2665;&#xfe0f;,1833360,588276,0.3208731509359864,0.32019779511349367
score big savings this memorial day weekend prices from,Score big savings this Memorial Day weekend! Prices from $8.50,922433,296133,0.32103469845506394,0.3200826746821352
valentine s day deal ends today from,&#x23f3; Valentine's day deal ends today! From $6,643580,206620,0.3210478883744057,0.3199082913938943
only today a mother s day gift from for every type of mom,Only today: A Mother’s Day gift from $3.74 for every type of Mom!,652600,209510,0.32103892123812444,0.319907228204147
last chance valentine s sale extended delivery,&#x1f4a5; Last chance! Valentine’s Sale + extended delivery!,273504,87894,0.3213627588627589,0.31961506566587755
try your luck spin the wheel for a special photo product offer,Try Your Luck! Spin the Wheel for a special Photo Product offer,59708,19304,0.3233067595632076,0.31956640097265265
veterans day special exclusive savings inside,Veterans Day special: exclusive savings inside &#x1f396;&#xfe0f;,65280,21091,0.3230851715686274,0.31950817567046974
up up to off delivery guarantee until midnight,"{% if contact.1 == true %} {{ contact.1 }}, up {% else %}Up {% endif %} to 15% OFF +  Delivery Guarantee until midnight!",108608,34992,0.3221862109605186,0.3194132524423535
are you really going to miss this canvases from,Are you really going to miss this? Canvases from £3.96,477184,152983,0.32059540973712447,0.3192726511379971
your code kpjaq expires at midnight act now,&#x23f3; Your code KPJAQ940 expires at midnight – act now!,1487629,475949,0.31993796840475686,0.3191888578052902
welcome enjoy home decorations from c,&#x1f389; Welcome 2025: Enjoy Home Decorations from C$3.90,481763,154347,0.32037952271137465,0.3190632946505992
international hug day treat starting from only,"International Hug Day treat, starting from only $10!",1576625,504010,0.31967652422104176,0.31894900862147446
veterans day special lowest prices on canvas acrylic prints,Veterans Day special: lowest prices on Canvas & Acrylic Prints,194214,62343,0.32100157558157494,0.31892876832317024
save up to grab this deal before it s gone tomorrow,&#x1f514; Save up to 87% – Grab this deal before it’s gone tomorrow!,610518,195318,0.31992177134826494,0.31875284749369376
valentine s showroom deal ends today from,&#x23f3; Valentine's Showroom deal ends today! From $3,482582,154437,0.3200222967288461,0.31870757607594624
can you find our easter egg win a discount when you do,Can you find our Easter egg? Win a discount when you do!,645626,206449,0.3197656228218814,0.3186290427055132
last chance canvas prints from just ends tonight,&#x23f3; Last Chance! Canvas Prints from just $10 – ends tonight!,250144,80140,0.32037546373288983,0.3185496070466927
the best gift ideas for mother s day off,The best gift ideas for Mother's Day &#x1f48c; 75% OFF,1099581,351161,0.31935891944295147,0.3184881046733728
your your your your vip access exclusive father s day sale inside,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your {% endif %}{% endif %} VIP access: exclusive Father’s Day Sale inside",70332,22632,0.3217880907694933,0.31834529687224833
ends tonight turn your photos into gifts of love,Ends tonight: turn your photos into gifts of love,648475,207110,0.31938008404333246,0.31824636638788933
today only your favourite bestsellers are up to off,Today only | Your favourite Bestsellers are up to 87% off,438470,140145,0.31962277920952403,0.3182440443956703
today only metal prints from was,Today only: Metal Prints from $8.99 (was $51!),69548,22372,0.3216771150859838,0.3182153473985947
hurry christmas deals starting at," Hurry{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} Christmas deals starting at $3 &#x1f385;",59068,19016,0.32193404212094534,0.3181778270207562
what are you waiting for up to ends tonight," What are you waiting for{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}Up to -92% ends tonight! &#x1f4a5;",64156,20640,0.32171581769436997,0.31811182486570483
last remainder personal gallery with unbeatable prices,&#x1f4e2; Last remainder: Personal gallery with unbeatable prices!,584547,186629,0.31927116211356826,0.31807722833552426
final chance delivery guarantee expires tomorrow,Final Chance! Delivery Guarantee expires tomorrow!,181240,58015,0.3201004193334805,0.31795644828346975
expires today canvas for just,Expires today: Canvas for just £15.84!,642486,204906,0.31892679373558336,0.31778824205308126
only a few hours left tp grab up to off,&#x23f0; Only a few hours left tp grab up to 87% OFF,77775,24970,0.3210543233686917,0.31778195430164524
waiting won t save you more get your discount now,Waiting won’t save you more—get your 93% discount now!,68611,22034,0.3211438399090525,0.31766013846373564
last chance canvas prints from ends soon,Last Chance: Canvas Prints from £3.96 – ends soon! ,972052,309677,0.3185806932139433,0.31765516164660496
celebrate save memorial day discounts up to off,Celebrate & Save: Memorial Day discounts up to 92% off!,579140,184624,0.31878992989605276,0.31759092562643665
mega deals from size savings on canvas prints,Mega deals from $3.74 | Size savings on Canvas Prints &#x1f495;,984633,313570,0.3184638337329746,0.31754431987571946
not coming back canva for today,&#x1f525; Not coming back – Canva for $25.20 today!,2378090,756548,0.3181326190346034,0.3175409482900693
today today only canvases wall décor starting at,"{% if contact.1 == true %}{{ contact.1 }}, today {% else %}Today {% endif %}only: Canvases & Wall Décor starting at $2.73! &#x2b50;&#xfe0f;",1498567,476745,0.3181339239420059,0.3173886765801429
final chance guaranteed christmas delivery ends tomorrow,Final Chance! Guaranteed Christmas delivery ends tomorrow!,342451,109160,0.3187609322209601,0.31720220182438125
labor day sale wall décor from ends at midnight,Labor Day Sale: Wall Décor from $8 - ends at midnight! &#x1f389;,1333960,424138,0.3179540615910522,0.3171643201402505
countdown is on up to only until midnight,"&#x23f1;&#xfe0f; Countdown is on: Up to -92%, only until midnight{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",834654,265460,0.3180479575968006,0.31704965766909055
your your your your up to on canvases collages is about to expire,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} up to -92% on Canvases & Collages is about to expire! &#x1f4a5;",837740,266422,0.31802468546327023,0.31702824399103074
discounts up to end at midnight,Discounts up to -87% end at midnight!,943348,299686,0.31768339997540673,0.3167446147275969
the the the the year is almost over discover our highlights starting at,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% endif %}year is almost over – discover our highlights! Starting at $2.61 &#x1f525;",38928,12507,0.32128545006165227,0.31666438943760383
ends today enjoy an incredible off,Ends Today ➜ enjoy an incredible 90% OFF!,3277177,1039222,0.3171089019604373,0.3166052842318133
only hours left save up to on acrylic canvas prints,Only hours left! Save up to 83% on Acrylic & Canvas Prints!,244067,77718,0.318428955983398,0.31658356484076144
hurry save up to until midnight,&#x23f0; Hurry! Save up to 87% until midnight!,219513,69913,0.3184913877538005,0.31654558481185474
your exclusive deal is here up to off stunning wall décor,Your exclusive deal is here – up to 92% off stunning Wall Décor!,747869,237491,0.317556951819102,0.31650280656928464
our th anniversary sale ends soon,Our 19th anniversary sale ends soon!,538780,171175,0.3177085266713687,0.31646660515534253
act fast act fast act fast act fast up to off on everything is ending soon,"&#x26a1; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, act fast!{% else %}Act fast!{% endif %}{% endif %} Up to 92% off on everything is ending soon!",3862298,1223318,0.3167331987329823,0.31626942698635335
blankets canvas more from extra off on photo book ends tonight,"Blankets, Canvas & more from $7 - Extra 10% Off on Photo Book ends tonight",69179,22115,0.31967793694618307,0.3162128100664008
from a little thank you treat just for you,"From $6.80! A little ""Thank You"" treat just for you{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",443162,140735,0.31757009851927737,0.31620104419596623
final call gorgeous home décor from,Final call! Gorgeous Home Décor from $10!,480150,152450,0.31750494637092574,0.3161896934327227
are you really going to miss out on this huge discount,"Are you really going to miss out on this huge discount{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}",3679133,1164998,0.3166501455641859,0.31617500776576746
last chance code d dyy t expires soon,&#x1f6a8; Last chance: code D1DYY3T4 expires soon!,370233,117575,0.3175702868193813,0.3160726140294634
canvases from photo boards from fleece blankets from,"Canvases from $13, Photo Boards from $12.60, Fleece Blankets from $22.25 ",56639,18114,0.31981496848461305,0.315986150207567
countdown is on up to only until tomorrow,"&#x23f1;&#xfe0f; Countdown is on: Up to -92% - only until tomorrow{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",513145,162710,0.31708386518430465,0.3158120088295726
from exclusive flash sale only available until midnight,From $6 &#x1f496; Exclusive Flash Sale – only available until midnight!,651713,206546,0.31692785014262415,0.3157992886864769
canvas prints up to photo gifts up to,Canvas Prints up to -87% &#x1f60d; Photo Gifts up to -82%,254870,80920,0.3174951936281241,0.3156907063299192
only hours left get mom the gift she deserves before prices go up,Only hours left—get Mom the gift she deserves before prices go up!,81500,25985,0.31883435582822084,0.31564342886285157
up to extra on everyting,"Up to -30% EXTRA on EVERYTING{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x1f631;",1769520,559744,0.3163253311632533,0.3156405262702079
huge offer on cyber monday up to discount,Huge offer on CYBER MONDAY | Up to -92% discount!,583966,185011,0.31681810242377123,0.31562604975208997
off yes please only for hours,"87% off? Yes, please! Only for 24 hours!",518495,164230,0.31674365230137225,0.3154787345063988
your thank you is ready but hurry time s almost up,"Your thank you is ready – but hurry, time’s almost up! ",507215,160623,0.31667636012341904,0.31539754310638024
hi activate your cozy discount before it s gone,"Hi{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} !&#xfe0f; &#x1f6a8; Activate your Cozy Discount before it’s gone!",457520,144835,0.3165653960482602,0.3152191230984446
green monday discount up to on our bestsellers,GREEN MONDAY discount &#x1f49a; Up to -90% on our Bestsellers,355085,112455,0.3166988185927313,0.31517071077785047
days only stunning wall décor at up to off,4 days only: stunning Wall Décor at up to 82% OFF!,516446,163408,0.3164086855160075,0.3151416263837527
last minute christmas gifts with express shipping,Last-minute Christmas gifts with Express Shipping!,1489698,470544,0.3158653633152491,0.31511934080028453
today only explore explore explore explore the product gallery with your photos,"Today only: {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, explore {% else %}Explore {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, explore {% else %}Explore {% endif %}{% endif %}the Product Gallery with your photos!",898459,283970,0.31606339298732605,0.3151027859565887
last chance prices as low as shop bestsellers now,Last chance! Prices as low as $3.87 &#x23f0; Shop bestsellers now!,795631,251434,0.3160183552425685,0.314997651020298
great news your code ugg n mk is now valid for an extended period,&#x1f60d; Great news: Your code UGG1N8MK is now valid for an extended period!,1929334,608938,0.3156208308151932,0.3149653801135653
from bestselling canvas format other wall décor on sale,From $2.73 &#x1f389; Bestselling Canvas format & other Wall Décor on SALE! ,1842410,581500,0.3156192161353879,0.3149484914197528
h all time low prices for canvas i free mixpix,&#x23f1;&#xfe0f; 7h: All-time low prices for Canvas! I FREE MIXPIX!,1797484,567320,0.31561894292244047,0.314939892956871
the clock is ticking extra off ends soon,&#x23f1;&#xfe0f; The clock is ticking… EXTRA 30% off ends soon!,113995,36197,0.31753147067853854,0.3148352691007406
until midnight personalized décor from just,Until midnight: Personalized Décor from just $15!,480715,151925,0.31603964927243794,0.31472681176585937
until midnight products from,&#x2757;Until midnight: products from $3.70,1383810,436575,0.31548767533115096,0.3147139055496189
c discount on your order only for a short time,C$15 discount on your order! &#x1f4b8; Only for a short time!,227839,72127,0.3165700341030289,0.31466318188913994
hurry huge savings on everything,Hurry: Huge savings on everything! &#x1f498;,326676,103260,0.31609300958748116,0.31450075761958274
only until midnight bestsellers from only,Only until midnight: Bestsellers from only £3.60 &#x1f4a5;,542038,171113,0.31568450920415175,0.3144484593278876
wow xxl canvas for just was,&#x1f631; Wow! XXL Canvas for just $42 (was $269),1354291,426820,0.31516121719778095,0.31437928517105673
a personal reminder for youhello don t let your personal voucher expire,"A personal reminder for youHello{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} | Don't let your personal voucher expire!",449371,141830,0.31561894292244047,0.31426163477211566
lowest prices on top picks from,Lowest prices on top picks | From $10,333487,105293,0.31573344688098787,0.31415800379482073
today only get up to off in your showroom,Today only: Get up to 93% off in your Showroom!,1166236,367309,0.3149525481977919,0.3141101236509729
final day premium metal prints from,Final day: Premium Metal Prints from $8.99,182686,57746,0.3160942819920519,0.3139660567531925
until tomorrow bestsellers from c,&#x2757;Until tomorrow: bestsellers from C$6.57 ,480586,151497,0.3152339019447092,0.3139217985438682
final extension get christmas delivery on selected products,Final extension! Get Christmas Delivery on selected products,327798,103401,0.31544121684696064,0.3138525805146564
act act act act fast your discount of up to expires today,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, act{% else %}Act{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, act{% else %}Act{% endif %}{% endif %} fast! Your discount of up to 95% expires today &#x23f0;",3010549,946036,0.314240359482606,0.31371621191792887
today only up to off wall décor grab it,Today only: up to 87% off Wall Décor – grab it!,1713732,538756,0.31437587674152084,0.3136811855280935
only until midnight canvas prints from,&#x23f3; Only until midnight: Canvas Prints from $3.50,2476927,778392,0.31425714201508564,0.3136793042152183
ends tonight save up to extra off sitewide,Ends tonight: save up to 85% + EXTRA 19% off sitewide,523085,164735,0.3149296959385186,0.313672294988574
reminder reminder reminder reminder up to extra with code vukdmls,"{% if contact.1 == '' %}{% if contact.1 == true %}Reminder, {{ contact.1 }}:{% else %}Reminder:{% endif %}{% else %}{% if contact.1 == true %}Reminder, {{ contact.1 }}:{% else %}Reminder:{% endif %}{% endif %} Up to -30% EXTRA with code VUKDMLS6",1044546,328473,0.31446484884342096,0.31357511606310806
honoring veterans with big savings don t miss out,Honoring veterans with big savings – don’t miss out!,381927,120317,0.31502616992252447,0.31355478754957816
last opportunity to bring a smile to mom save up to,Last opportunity to bring a smile to Mom - save up to 92%!,442497,139269,0.314734337181947,0.3133675840051504
it s it s it s it s your last chance to celebrate with us,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, it's{% else %}It's{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, it's{% else %}It's{% endif %}{% endif %} your last chance to celebrate with us!",1447675,454732,0.31411193810765536,0.31335631457526203
hop quick easter savings disappear at midnight,Hop Quick! Easter Savings disappear at midnight ,683628,214896,0.3143463989187102,0.3132469125229315
save big on big sizes now from was,Save big on big sizes - Now from £3.96 (was £29.90),653996,205568,0.3143260815050857,0.3132020064714652
up to off get your valentine s gift on time,Up to 92% off &#x1f525; Get your Valentine’s gift on time!,261845,82472,0.3149649601863698,0.3131884994582598
until midnight photo products from,&#x2757;Until midnight: Photo products from $3.70,664295,208760,0.3142579727380155,0.31314270282640355
final chance delivery guarantee expires at midnight,Final Chance! Delivery Guarantee expires at midnight!,8434284,2643739,0.3134515034115522,0.313138510295798
prime deals don t miss out on sitewide savings,Prime Deals! Don’t miss out on sitewide savings!,1174561,368508,0.31374104878333264,0.31290249295628153
a personal reminder for you don t let your personal voucher expire,"A personal reminder for you{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} | Don't let your personal voucher expire!",16480746,5157125,0.3129181773689128,0.31269435545017527
final reminder explore your personal gallery with prices starting at just,Final reminder: Explore your Personal Gallery with prices starting at just $3 &#x1f4b0;,1052794,330092,0.31353902092907066,0.3126534897092997
use code fplqobyz get a free canvas free shipping,Use code FPLQOBYZ &#x1f381; Get a FREE Canvas & free shipping!,1139230,357140,0.3134924466525636,0.3126411808037403
today only up to off on your favorites,Today only: Up to 87% off on your favorites!,500285,157015,0.313851104870224,0.31256660539408504
take take take take a look your photo in the product gallery,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, take {% else %}Take {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, take {% else %}Take {% endif %}{% endif %}a look: Your photo in the product gallery",5121350,1602728,0.3129502963085905,0.31254883498587777
use code sunny for extra savings before it s gone,Use code SUNNY10 for extra savings before it’s gone!,548688,172098,0.31365366109701687,0.3124272752467162
almost gone best deals on our most loved products,&#x1f4a8; Almost gone! Best deals on our most-loved products,383410,120340,0.31386766125035864,0.3124006007373679
save up to on top rated wall décor,Save up to 89% on top-rated Wall Décor!,1333558,417347,0.31295751665844307,0.3121710385284391
now s the moment to gift ahead,Now’s the moment to gift ahead,2180398,681444,0.31253193224356285,0.3119169987901037
h thanks for your trust exclusive discounts are waiting,(48h) Thanks for your trust – Exclusive discounts are waiting!,547824,171544,0.31313706591898127,0.31191026831627555
hurry up mother s day offer expires at midnight,"Hurry up{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Mother's Day offer expires at midnight!",45382,14347,0.31613855713719097,0.31187630925454973
reminder your offer expires today wall décor up to off,Reminder: your offer expires today&#x26a0;&#xfe0f;Wall Décor up to -87% off,1706163,533254,0.3125457532486638,0.3118506321293057
mother s day delivery photo books with up to extra calendars with extra,Mother's Day delivery &#x1f490; Photo books with up to  -15% EXTRA | Calendars with -10% EXTRA! ,151430,47550,0.31400647163706,0.3116735652132359
last chance save up to on wall décor shop before midnight,&#x231b; Last chance: Save up to 89% on Wall Décor – shop before midnight!,405772,127044,0.3130920812673127,0.3116669340989273
your code vnd qe expires soon redeem it now,"Your code &#x1f4a5;VND48QE4&#x1f4a5; expires soon! Redeem it now{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",145672,45744,0.31402053929375584,0.3116420389516866
starting at grab this deal before it s gone,"Starting at $4.50 – grab this deal before it’s gone{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",1073086,335269,0.3124344181174668,0.3115581399471634
ends tomorrow save up to sitewide,Ends tomorrow: save up to 81% sitewide,106570,33490,0.3142535422726846,0.3114731291574345
big discount on xxl canvas,Big discount on XXL Canvas!,381546,119401,0.3129399862664004,0.31147054452605605
your code z bv f is waiting to be redeemed act now now now now,"&#x1f31f; Your code Z90BV14F is waiting to be redeemed! Act {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now!{% endif %}{% else %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now!{% endif %}{% endif %}",274618,85993,0.3131367936551865,0.3114048401323552
just days unlock off with code zrn emq,&#x23f0; Just 2 days! Unlock 50% off with code ZRN42EMQ,536200,167607,0.3125829914211115,0.3113435844744933
labour day weekend wall décor from only c,Labour Day weekend: Wall Décor from only C$5.84,711920,222414,0.3124143162153051,0.3113386937482759
don t miss out lowest prices on photo products,&#x1f5a4; Don't miss out: lowest prices on Photo Products!,59096,18616,0.315012860430486,0.31127972385196767
save up to on amazing gifts for mom today,Save up to 92% on amazing gifts for Mom today!,248564,77824,0.3130944143158301,0.3112741616280444
last chance to save up to on canvas prints act fast,Last chance to save up to 83% on Canvas Prints – Act fast!,519014,162134,0.31238849048387907,0.31112896859133476
up to off shop early christmas gifts now,&#x1f381; Up to 87% off – shop early Christmas gifts now!,322293,100788,0.31272165389878154,0.3111233194550928
your your your your your christmas in july surprise is waiting time to unwrap it,"&#x1f385; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% endif %}your Christmas in July surprise is waiting – time to unwrap it!",1100319,343188,0.3118986403034029,0.3110336734440266
bestsellers from as low as valentine s day sale starts now,Bestsellers from as low as $3 &#x1f60d; Valentine's Day SALE starts now ,1202420,374875,0.311767103008932,0.3109397426780622
great news we ve extended the sale so you can enjoy more savings,&#x1f601; Great news! We’ve extended the Sale so you can enjoy more savings!,296420,92660,0.3125969907563592,0.3109306433451738
off all photo books starting at just,10% OFF ALL Photo Books &#x2744;&#xfe0f; Starting at just $4.50!,2741068,853620,0.3114187608625543,0.31087081649828013
huge sale on metal prints grab yours today,Huge sale on Metal Prints - Grab yours today!,112201,35179,0.31353552998636375,0.31082732627845966
ends soon exclusive memorial day savings of up to,&#x23f3;Ends soon! Exclusive Memorial Day Savings of up to 92%,261000,81586,0.31259003831417626,0.3108144001094851
starting at just best prices timely delivery,Starting at just $3 &#x1f6a8; Best prices & timely Delivery!,48776,15356,0.31482696408069544,0.3107198631976236
save big on mother s day gifts starting at only,Save Big on Mother's Day gifts:  Starting at only $4.25,412808,128835,0.31209424235964417,0.31068251746496434
friday treat photo keepsakes from just,Friday treat: photo keepsakes from just $2.73,920145,286695,0.31157589292991866,0.31063036151389134
big savings on canvas prints up to off,&#x1f60d; Big savings on Canvas Prints – up to 87% off!,36672,11553,0.3150359947643979,0.31030110144831896
final hours save and get delivery before mother s day,Final hours: save 92% and get delivery before Mother’s Day!,868701,270403,0.31127280848070854,0.31029996740591886
your perfect décor is waiting but only until midnight,Your perfect Décor is waiting - but only until midnight!,718662,223672,0.31123393194575477,0.3101644768943671
from exclusive black friday discount only until midnight,From $3 &#x1f389; Exclusive Black Friday discount only until midnight!,892155,277543,0.3110928033805785,0.31013297722326755
hours to unlock huge savings hurry,"&#x1f4a5; 24 Hours to unlock HUGE savings – Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",1841570,572255,0.3107430073252714,0.3100749768673175
don t don t miss the thank you offer it s ending soon,"{% if contact.1 == true %}{{ contact.1 }}, don't {% else %}Don't {% endif %}miss the ""Thank You"" offer! It's ending soon!",1433137,445347,0.31074977479473354,0.3099925675820992
hop into savings up to off easter photo gifts,Hop into savings – up to 92% off Easter Photo Gifts!,422061,131422,0.31138153015796294,0.30998622712439566
