subject_norm,subject,total_sendings,total_opens,open_rate,wilson_score
thank you for your trust,"Thank you for your trust{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} &#x2764;&#xfe0f;",73401224,20340110,0.2771085942654035,0.2770062139511163
bestselling canvases discounted,Bestselling Canvases discounted!,961302,267144,0.27789810070092436,0.27700348427790134
hours only our lowest acrylic prices return,&#x1f525; 24 Hours Only: Our Lowest Acrylic Prices Return!,5209871,1445059,0.27736943966558864,0.2769851626191276
a heartfelt thank you enjoy up to off stunning wall décor,A heartfelt thank you! &#x1f49d; Enjoy up to 87% off stunning  Wall Décor!,401374,111720,0.27834388874217064,0.27695945913421705
up to off your favourite pieces,"Up to 81% off your favourite pieces{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",8591601,2381948,0.2772414594206598,0.2769422328784703
you won t believe the prices canvases starting at just,&#x1f631; You won’t believe the prices: Canvases starting at just £6.50!,2411965,669314,0.27749739320429606,0.2769326551806733
prime deals sale bestsellers from just,&#x1f929; Prime Deals Sale– Bestsellers from just £2.40! ,10436641,2892756,0.27717308662815937,0.27690160706903166
sunday s special up to off canvas home décor,Sunday’s Special: Up to 81% off Canvas & Home Décor,842057,233941,0.27782086010804496,0.27686514353871866
up to discount vat as a gift today only,Up to 80% discount & VAT as a gift &#x1f92f; Today only!,180584,50368,0.27891729056837816,0.2768535523078772
winter sale up to xx off heartwarming photo gifts,WINTER SALE: Up to xx% off heartwarming Photo Gifts &#x2744;,276336,76950,0.2784653465346535,0.2767971461859316
don t wait for friday the biggest deals are already live today,Don’t wait for Friday… The biggest deals are already live today! &#x1f3f4;,234544,65338,0.2785745958114469,0.27676392837967356
until tomorrow canvas prints and collages from only,Until tomorrow! &#x1f440; Canvas Prints and Collages from only £3.96!,390990,108740,0.2781145297833704,0.2767122231736358
h left use use use use the last chance to get up to,"24h left | {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, use{% else %}Use{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, use{% else %}Use{% endif %}{% endif %} the last chance to get up to -81%! ",92350,25820,0.27958852192744993,0.27670314233235865
name don t miss your discount,"NAME, don’t miss your discount!",45479,12771,0.280810923723037,0.27669929314177366
h save your photos day up to off,(24h) Save Your Photos Day &#x1f4f8; Up to 87% OFF,645361,179268,0.27777941338258744,0.27668794117510487
vip discount ending soon open to claim,VIP Discount ending soon – open to claim!,2744510,760705,0.2771733387744989,0.2766440893703966
ready ready ready ready to save days up to off,"&#x1f6d2; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, ready {% else %}Ready{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, ready {% else %}Ready{% endif %}{% endif %}to save? 3 days – up to 92% off!",5512917,1527135,0.27701033772139144,0.27663691685469516
gift unforgettable moments this season now at black week prices,Gift unforgettable moments this season—now at Black Week prices! &#x1f381;,222760,62010,0.2783713413539235,0.27651391734549285
limited time th of july deal xxl canvas prints with wooden frame at off,Limited Time 4th of July Deal: XXL Canvas Prints with Wooden Frame at 84% Off!,394495,109625,0.27788691871886845,0.2764912000569933
lowest prices ever on acrylic prints discounts on all products,Lowest prices ever on Acrylic Prints + discounts on ALL products &#x1f525;,18099348,5007740,0.27668068485118913,0.27647463176112463
this this this this offer is too good to miss prices from just,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, this{% else %}This{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, this{% else %}This{% endif %}{% endif %} offer is too good to miss: prices from just £3.96 &#x1f60d;",16492628,4563294,0.27668689307731914,0.2764710371787504
last last last last chance for free mixpix up to on top products,"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, last {% else %}Last {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, last {% else %}Last {% endif %}{% endif %}chance for FREE MIXPIX | Up to -90% on top products&#x1f4b0;",2215930,613898,0.27703853461075034,0.27644966321327574
father s day sale create your unique gift and save up to,Father's Day Sale! Create your unique gift and save up to 85%,603620,167510,0.2775090288592161,0.2763808362403674
last chance extended delivery guarantee for mother s day,&#x23f0; Last chance: Extended delivery guarantee for Mother's Day! ,320215,88977,0.2778664334899989,0.2763175687269999
up to off home decorations decorate your reading space,&#x1f525; Up to 90% Off Home Decorations! Decorate your reading space! ,949698,263268,0.27721233486855823,0.2763129629230507
up up up up to off on independence day décor ideas,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, up {% else %} Up {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, up {% else %} Up {% endif %}{% endif %}to 93% off on Independence Day décor ideas &#x1f60d;",259633,72174,0.2779846937792962,0.2762646927849677
what s your secret discount discount discount discount,"&#x1f339; What's your secret {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} discount, {{ contact.1 }}? {% else %}discount?{% endif %}{% else %}{% if contact.1 == true %} discount, {{ contact.1 }}? {% else %}discount?{% endif %}{% endif %}",2653282,734434,0.2768020888846342,0.2762640463322972
only big canvas bigger savings,"Only £15.84 - big Canvas, bigger savings!",666366,184796,0.27731907090097635,0.27624546995286575
last two days to order chocolate filled photo advent calendar,Last two days to order &#x23f0; Chocolate filled Photo Advent Calendar,15659269,4329125,0.2764576686178646,0.27623620160185736
which size will you pick up to off all canvas,Which size will you pick? Up to 87% off all Canvas ,2235814,618892,0.27680835704580076,0.27622225912124093
turn your pet s photo into a portrait canvas,Turn your pet's photo into a portrait canvas! &#x1f431;&#x1f436;,965041,267416,0.2771032526079203,0.27621116040969734
hurry final hours to save big up to off,Hurry! Final hours to save big &#x1f525; Up to 93% off,1053194,291780,0.27704297593795635,0.2761890549494561
happy world environment day,&#x1f30e; Happy World Environment Day! ,5355479,1481139,0.2765651774565823,0.2761864982374808
flash sale alert up to off shop now,&#x1f4a5; FLASH SALE alert! Up to 87% off – shop now!,676953,187683,0.27724672170741543,0.27618162509084004
make it special gifts from guaranteed delivery,&#x2764;&#xfe0f; Make it special: Gifts from £2.40 + guaranteed delivery!,553578,153496,0.27727980519457057,0.2761020902968117
days i canvas prints photo gifts from only,3 days I Canvas Prints & Photo Gifts from only £3.60,4874064,1347605,0.2764848799687489,0.27608798362066733
until tomorrow up to off popular canvas formats,Until tomorrow &#x1f6a8; Up to 88% off popular Canvas formats! ,2230466,617018,0.2766318787195142,0.27604519492660756
attention your code arj aa is about to expire soon,"&#x1f680; Attention{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Your code ARJ32AA1 is about to expire soon!",11444393,3161433,0.27624296019893757,0.27598397454262363
easter countdown only hours left to grab up to off,Easter countdown: Only hours left to grab up to 81% off!  ,4592824,1269086,0.27631931900721646,0.2759105326204893
go big save big unlock your exclusive size based discount up to extra,"Go big, save big: Unlock your exclusive size-based discount! &#x1f6cd;&#xfe0f; | Up to -30% EXTRA",49027207,13533185,0.27603418240814737,0.2759090652028874
for a limited time wall decorations with up to off,For a limited time - Wall Decorations with up to 81% off!,2234788,617811,0.2764517260697659,0.27586572780249247
print days sale canvas prints from,Print Days Sale! Canvas Prints from $8.50,593085,164280,0.27699233668023976,0.27585483847318365
gift discount on your order shop now,Gift: £6 discount on your order! &#x1f381; Shop now!,6515725,1799607,0.27619443730360016,0.2758512540629216
from final hours for canvas prints,From £6.40: Final hours for Canvas Prints! &#x1f55b;,2146084,593144,0.27638433537550255,0.2757864024411559
up to off extra savings today only,Up to 90% off + EXTRA Savings &#x1f92f; Today only!,2267296,626559,0.2763463614808124,0.2757646453397719
father s day special up to off on home décor,&#x1f381; Father’s Day special: Up to 81% off on Home Décor!,5394587,1489175,0.2760498625752073,0.2756727757886848
exclusive offer up to mixpix for free free shipping,Exclusive offer: Up to 5 MIXPIX for free + free shipping!,4466680,1233030,0.27605066850546717,0.27563627762872095
last chance hours left to reveal your christmas in july mystery discount,Last chance: 48 hours left to reveal your Christmas in July Mystery discount!,310406,86042,0.2771918068594035,0.2756198900659981
unlock extra savings with code arj aa,Unlock EXTRA savings with code ARJ32AA1!,13716660,3782471,0.2757574365771259,0.27552099593169577
h father s day flash sale up to off on canvas prints and collages,&#x23f3; (24h) Father's Day Flash Sale: up to 88% OFF on Canvas Prints and Collages!,116990,32532,0.27807504914949993,0.27551487820402704
only until midnight prime deals sale up to on all canvases,&#x1f4a5;Only until midnight: Prime Deals Sale up to -87% on ALL Canvases!,3676335,1014527,0.27596152146091146,0.27550482159553213
grab it now your photos on canvas from only,Grab it now: Your Photos on Canvas from only $3.87!,1957701,540553,0.2761162199947796,0.2754903873820941
big savings alert get epic deals on canvas mixpix now,"BIG savings alert{% if contact.1 == true %}, {{ contact.1 }} &#x1f4a5;{% else %} &#x1f4a5;{% endif %} : get epic deals on Canvas & MixPix now",12450437,3432353,0.2756813274907539,0.27543317929441263
print days sale ends at midnight don t miss out,Print Days Sale ends at midnight! Don't miss out!,76837,21404,0.27856371279461717,0.27540504124821946
pick your size canvas prices from to,Pick your size: Canvas Prices from £11 to £26!,573239,158527,0.2765460828729378,0.2753896663506027
days left use use the last chance to get up to off,"2 days left | {% if contact.1 == true %}{{ contact.1 }}, use {% else %}Use {% endif %}the last chance to get up to 79% off!",12687027,3494966,0.2754755704390004,0.2752298031763681
save save up to on canvas prints,"{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}up to 87% on Canvas Prints!",4906237,1352176,0.2756034818538118,0.2752082798214689
don t miss out grab the discount before it expires,&#x1f4e2; Don't miss out: grab the discount before it expires!,63416,17673,0.27868361296833605,0.2752075020346569
your sale offer with off expires grab it now,Your SALE offer with -93% off expires &#x1f633; Grab it now!,1744360,481186,0.275852461647825,0.27518968641552455
your exclusive monthly reward awaits,"&#x1f60d; Your exclusive monthly reward awaits{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",250612,69395,0.2769021435525833,0.2751536430798459
flash sale metal prints from were,Flash Sale: Metal Prints from $8.99 (were $51!),2544940,701642,0.27570080237648037,0.2751521122290518
huge savings on canvas prints save up to,Huge savings on Canvas Prints  – save up to 79%!,4852318,1337027,0.2755439771259839,0.2751466130372455
our most loved wall décor is on sale up to off,Our most loved Wall Décor is on sale - up to 95% off,1001885,276527,0.27600672731900366,0.275132252568374
your exclusive canvas offer just today,Your exclusive Canvas offer – just £22 today!,9533628,2625377,0.2753806840375983,0.27509721217974065
we re gifting you a product for free h only,"We're gifting you a Product for FREE{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %}{% endif %} | 48h only! ",37929104,10438462,0.27520982304248476,0.2750677085700689
h hurry up to save up to on wall décor,48h | Hurry up to save up to 87% on Wall Décor! ,141604,39276,0.277365046185136,0.2750392433691121
final hours save up to on photo products extra on photo books,&#x23f3; Final Hours! Save up to 87% on Photo Products + Extra 10% on Photo Books!,672250,185595,0.2760803272592042,0.2750129146089775
secret deal inside use code xjoio s to unlock your savings,&#x1f381; Secret deal inside – Use code XJOIO7S3 to unlock your savings!,379575,104904,0.27637225844694724,0.27495183115165706
want to redecorate your home prices from just,Want to redecorate your home? Prices from just £2.55,3090247,851078,0.2754077586678346,0.2749099634920824
expires soon up to on mother s day gifts,Expires soon: up to -92% on Mother's Day gifts! &#x1f4e2;,432826,119557,0.2762241639827552,0.27489406851326104
extra discount code in this mail,EXTRA 30% discount | Code in this mail &#x1f440;,7276902,2002539,0.27519114590247334,0.2748667668282448
last chance get your xxl canvas for offer expires at midnight,Last chance! Get your XXL Canvas for £35 – Offer expires at midnight! ,1295710,357122,0.27561877271920415,0.2748500601329882
wow extra on all photo books calendars exclusively for you,Wow! -10% EXTRA on all photo books & calendars! &#x2b50; Exclusively for you!,3946816,1086472,0.27527809758549676,0.2748376559452874
want to redecorate your home prices from just xx,Want to redecorate your home? Prices from just £XX,46034,12839,0.27890255028891686,0.2748243745387436
exclusive offer up to mixpix for free plus free shipping,Exclusive offer: Up to 5 MIXPIX for free plus free shipping!,446668,123303,0.27605066850546717,0.27474157028631213
h hurry up to save up to on wall home décor,&#x23f0; 24h | Hurry up to save up to 87% on Wall & Home Décor! ,345412,95370,0.27610505714914363,0.27461660607786087
your your your your parents deserve this up to off and a little extra gift inside,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} parents deserve this – up to 81% OFF and a little extra gift inside!",8522454,2342843,0.2749023931370002,0.2746027432428476
perfect gift for the dad who has everything,Perfect gift for the dad who has everything!,164112,45416,0.27673783757433945,0.274578530573083
a special gift for mum up to off with code qke dfxt,&#x1f381; A special gift for Mum! Up to £10 off with code QKE0DFXT,1242648,342171,0.2753563358247871,0.2745716295823498
only to redesign your wall,Only £6 to redesign your wall,5311681,1460334,0.27492878431517254,0.2745492472671915
wall décor up to off and free mixpix,&#x1f62e; Wall Décor up to 92% OFF and FREE MIXPIX!,201631,55749,0.27649022223765196,0.2745422262220307
your thank you offer ends soon,"Your ""Thank You"" offer ends soon{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}&#x1f6a8;",6885255,1892530,0.27486708916372743,0.2745337375757264
a surprise for mom save up to with code xtm cb,A surprise for Mom! Save up to $10 with code XTM69CB2 &#x1f338;,1748960,481305,0.27519497301253315,0.27453356033132126
hurry mother s day sale on all canvas sizes ends,Hurry! Mother’s Day Sale on ALL canvas sizes ends!,132560,36710,0.2769312009656005,0.2745287538028237
last chance flash acrylic sale ends at midnight,&#x23f3; Last chance! Flash Acrylic Sale ends at midnight,5857145,1610052,0.2748868262609172,0.27452540353454163
expires soon bestselling photo products from,Expires soon! Bestselling Photo Products from $10,848558,233717,0.27542843270583744,0.2744789330154994
order gifts with guaranteed delivery until christmas christmas christmas christmas,"Order gifts with guaranteed delivery until {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}Christmas, {{ contact.1 }}! {% else %}Christmas! {% endif %}{% else %}{% if contact.1 == true %}Christmas, {{ contact.1 }}! {% else %}Christmas! {% endif %}{% endif %} &#x1f69a;",10663076,2929547,0.2747375147659081,0.2744696659176249
back on request aluminium at an all time low from just,"&#x1f4e2; Back on request: Aluminium at an all-time low, from just £4.99",780603,215008,0.2754383470214693,0.2744484147683038
canvas magic from ending soon,Canvas magic from £6.50 – ending soon!,619410,170644,0.27549442211136405,0.27438320379841286
spring has sprung up to on wall decorations,Spring has sprung: up to -89% on Wall Decorations &#x1f423;,195430,54000,0.27631376963618687,0.2743355731076562
hurry valentine s day canvas sale prices as low as c,Hurry! Valentine’s Day Canvas Sale—prices as low as C$6.57!,113616,31448,0.2767920011266019,0.27419795601916536
save big on wall décor prices from,Save big on Wall Décor – prices from £2.55!,2736844,751833,0.2747080213559852,0.27417949925288443
final hours bestsellers from only,Final hours: Bestsellers from only £3.60,4555690,1250856,0.2745700431767745,0.2741604038129572
best selling wall décor now from,Best-selling Wall Décor - Now from £3.83,10996662,3017678,0.2744176369156386,0.27415397636256134
lowest ever aluminium prices from back on request,&#x1f4e2; Lowest ever Aluminium prices from £4.99 | Back on request,3080366,846021,0.27464950593533366,0.2741513410204514
wow up to on canvas and canvas collage,Wow! Up to -87% on Canvas and Canvas Collage!,26672486,7315025,0.27425358851064724,0.27408430700967307
create the perfect ambiance canvas décor just for you,Create the perfect ambiance – Canvas & Décor just for you!,2238983,614892,0.27463004408698055,0.27404579659336803
final hours to save up to on bestsellers don t miss out,&#x1f6a8; Final Hours to Save Up to 87% on Bestsellers - Don't Miss Out!,780610,214675,0.2750092876084088,0.27401984092552917
a special thanks to you enjoy your exclusive offer,A special thanks to you &#x1f339; Enjoy your exclusive offer!,1641449,450895,0.27469327405237687,0.2740109489196615
we re saying thank you with the highest discount on wall décor,We're saying 'Thank you!' with the highest discount on Wall Décor!,459396,126470,0.2752962585655948,0.2740064974951914
up to extra off we we celebrate you benefit,"Up to 85% + EXTRA 19% OFF &#x1f4b8; {% if contact.1 == true %}{{ contact.1 }}, we{% else %}We{% endif %} celebrate, you benefit",688200,189290,0.2750508573089218,0.27399709927745775
thanksgiving cheers enjoy discounts on every canvas format,Thanksgiving cheers! Enjoy discounts on every Canvas format!,337901,93090,0.27549489347471595,0.27399105735352414
wow bestsellers from just,WOW! Bestsellers from just £3.60,518993,142825,0.2751963899320415,0.2739829717152693
vip discount of this one s for you,VIP discount of -92%: This one’s for you!,4494290,1233067,0.2743630250829386,0.27395069522389864
massive price drop up to off inside,Massive price drop! Up to 87% off inside!,313761,86443,0.2755058786783571,0.27394534476678545
up to off for a limited time only,Up to 87% off – for a limited time only!,1558453,427962,0.27460693392742674,0.27390675862424146
the snug deal you didn t expect,The snug deal you didn’t expect,599900,164975,0.27500416736122685,0.2738756743770123
h canvas prints from,24h! &#x23f0; Canvas Prints from $3.22,1050602,288629,0.27472725161383665,0.2738745077427642
a gift for you up to c discount with code fqrujjcq,A gift for you: up to C$15 discount with code FQRUJJCQ &#x1f381;,523342,143954,0.275066782333541,0.27385858725844264
only h canvas prints and mixpix up to off,&#x23f0; Only 48h: Canvas Prints and MIXPIX up to 87% off ,1931800,530211,0.27446474790350966,0.2738359116445408
last chance free tote bag easter sale on everything,&#x231b; LAST CHANCE: Free Tote Bag & Easter SALE on everything!,417780,114968,0.2751878979367131,0.2738356861348687
from mother s day savings,From £3.40! Mother's Day savings,461034,126837,0.2751141998204037,0.2738269946538767
last hours your deal is slipping away,Last hours! Your deal is slipping away!,646975,177825,0.27485606089879827,0.2737695299280426
final call personalised photo gifts at incredible prices,Final call: Personalised Photo Gifts at incredible prices,449458,123628,0.2750601835989125,0.2737566119147277
hour memorial day flash sale starts now,&#x23f3; 24-Hour Memorial Day Flash Sale starts now! ,1126238,309241,0.27457873025062196,0.27375523005913244
your code r t aov is waiting to be redeemed act now now now now,"&#x1f31f; Your code R2T85AOV is waiting to be redeemed! Act {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now! {% endif %}{% else %}{% if contact.1 == true %}now, {{ contact.1 }}! {% else %}now! {% endif %}{% endif %}",2917043,800008,0.27425307066093985,0.2737413881938094
if you love comfort don t scroll past this,"If you love comfort, don’t scroll past this",2224875,610320,0.27431653463677735,0.2737306476731851
your your your your sunday offer awaits prices from only,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday offer awaits – prices from only $10!",1877702,515169,0.2743614268930853,0.27372367778035367
create your dream space today huge discounts on art décor,"{% if contact.1 == true %} {{ contact.1 }},{% else %},{% endif %} create your dream space today – huge discounts on Art & Décor!",182932,50436,0.2757090066254127,0.2736659058303499
from as little as c delivery before mother s day,From as little as C$6.57 | Delivery before Mother's Day &#x1f381; ,24822,6930,0.27918781725888325,0.2736415067245064
your parents will love this off photobook deal inside,Your parents will love this: 87% OFF + Photobook Deal inside,1738565,476865,0.27428655241535405,0.27362385028304004
do you really want to let your code cd nd crm expire,"Do you really want to let your code CD2ND25CRM expire{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}&#x23f0;",2589383,709880,0.27415025123745695,0.2736072416820066
up to off canvas acrylic metal prints,"&#x1f4a5; Up to 92% off – Canvas, Acrylic & Metal Prints!",322223,88654,0.27513243933549125,0.2735931495833076
photo products from c,Photo Products from C$3.50,937170,257239,0.27448488534630855,0.27358230869670946
from just heartwarming photo gifts that truly matter,From just £3.60: Heartwarming Photo Gifts that truly matter! &#x1f496;,310632,85468,0.27514229055602774,0.27357457827241
last chance framed photos canvas and acrylic prints from,"Last chance! Framed Photos, Canvas and Acrylic Prints from $3.75",65655,18185,0.2769781433249562,0.27356815903303333
save up to on home décor,Save up to 81% on Home Décor! &#x1f3e0;,990471,271783,0.27439773602659745,0.2735198432273767
redeem your code w xz l save now,Redeem your code W91XZ97L &#x1f525; | Save now!,1010745,277316,0.2743679167346858,0.27349889388127846
your name as artwork firstname create yours today,"Your name as artwork, FIRSTNAME &#x1f3a8; Create yours today!",29925,8334,0.27849624060150374,0.27344603862629124
or discount on all photo products only until tomorrow," £5,  £7, or £10 discount on ALL Photo Products – only until tomorrow!",564061,154887,0.2745926415759998,0.2734294411027057
just for you c off your next order don t wait,Just for you: C$10 off your next order—don’t wait!,123410,34049,0.27590146665586257,0.2734146994657645
get up to if you can find the easter egg in this mail,"&#x1f440; Get up to -89%, if you can find the Easter egg in this mail.",717519,196915,0.27443872566440747,0.2734074138497125
seasonal favorites unbeatable prices save up to,"Seasonal favorites, unbeatable prices | Save up to 92% &#x2744;&#xfe0f;",530311,145625,0.2746030159661029,0.2734034078547496
year s lowest prices on acrylic prints,"Year's lowest prices on Acrylic Prints{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2341366,641407,0.273945636863267,0.27337474236729403
ending soon canvas from,Ending soon! Canvas from $3.75,907839,248981,0.2742567790103752,0.2733399911132209
spooky savings canvas prints starting at just,Spooky Savings: Canvas Prints starting at just $3.91! &#x1f383;,6020256,1647711,0.2736945073432093,0.2733384949896418
amazing canvas at fixed prices from,Amazing Canvas at fixed prices – from £11!,1888653,517442,0.27397409688280483,0.2733384784938821
we re saying thank you with the best discount on wall décor,We're saying 'Thank you!' with the best discount on Wall Décor!,401534,110293,0.27467910562990927,0.27330065052146085
elevate your interior canvas art from just,Elevate your interior: Canvas Art from just $15!,2742058,750729,0.27378304908211276,0.2732555847129314
easter market everything for only,"&#x1f430; Easter Market: Everything for only £5, £15, £25!",7857197,2149449,0.27356435125656137,0.27325275213794814
off on your order only for a short time,£10 OFF on your order! &#x1f4b8; Only for a short time!,645298,177024,0.27432906967013687,0.27324178205288513
up to off curated canvas sets,Up to 83% off curated Canvas sets,633440,173754,0.27430222278353117,0.27320485162278035
photo memories on canvases from only,Photo memories on Canvases from only $7,1567412,429187,0.2738188810599893,0.27312133440317016
mega canvas sale extra savings from,MEGA Canvas sale + Extra savings | From $3.74,6228327,1703100,0.2734442170425541,0.27309429949394065
grab up to off before it s gone,"Grab up to 87% OFF before it’s gone{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",320532,88020,0.2746059675789001,0.27306355532739446
exclusive offer get up to mixpix for free free shipping,Exclusive offer: Get up to 5 MIXPIX for free + free shipping!,8027657,2194075,0.2733144926346504,0.273006306334725
up to off transform your space with mega discounts,Up to 92% off | Transform your space with mega discounts!,1267315,346958,0.2737740814241132,0.2729984390315562
prices from as low as personalise your photo gifts now and save big,Prices from as low as £3.60 – personalise your Photo Gifts now and save big!,11857724,3240002,0.2732397886812005,0.2729862191393328
explore our product gallery prices from,Explore our Product Gallery | Prices from £2.40,419135,114976,0.27431734405382513,0.27296865428034917
bring your walls to life with our canvas sale up to off,Bring your walls to life with our Canvas sale! Up to 88% OFF!,6417329,1753865,0.2733014000061396,0.272956728048715
save save save save up to on canvas prints,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}{% endif %}up to 95% on Canvas Prints!",7088575,1935994,0.27311469512560704,0.27278681192918436
canvas canvas from just,"{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %} from just £3 &#x1f4e2;",1026343,280850,0.2736414629417261,0.2727797772770083
summer deal ends today from,&#x23f3; Summer deal ends today! From $3,84120,23195,0.2757370423204945,0.27272736855450747
be quick your lucky deal ends today make sure to save before midnight,"Be quick, your lucky deal ends today – make sure to save before midnight!  ",5769327,1575477,0.27307812505687407,0.27271471229117134
veterans day mega sale is here early access just for you,Veterans Day Mega Sale is here – Early access just for you!,2781528,759880,0.27318797437954967,0.2726646197087167
attention final offer in our spring sale,"Attention{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Final offer in our SPRING SALE &#x1f337;",2397336,654952,0.27319991857628634,0.272636204056445
are you really going to miss this massive discount,"Are you really going to miss this massive discount{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}",4266167,1164790,0.2730296305793936,0.27260706877339613
kickstart your black week savings with up to off today,&#x1f4a5; Kickstart your Black Week savings with up to 90% off today!,3207270,875867,0.27308801566441243,0.27260066875356886
stars stripes steals th of july sale is live,"Stars, stripes & steals – 4th of July SALE is LIVE!",251163,68864,0.27418051225698054,0.27243931593010445
have you thought about gifts yet,Have you thought about gifts yet?,2469430,674128,0.27298931332331755,0.2724340172896933
hours only x canvas for just,"48 hours only: 30"" x 40"" Canvas for just $45",226066,61999,0.27425176718303507,0.272416511501019
show your love with photo gifts save in mother s day sale,&#x1f337; Show your love with photo gifts! Save 75% in Mother’s Day sale!,73905,20370,0.2756241120357215,0.2724143251272586
wall décor up to off get it now,Wall Décor up to -87% off &#x1f60d; Get it now!,32028770,8729677,0.2725573601483916,0.2724031768180641
blink blink and you ll miss these picture perfect discounts,"{% if contact.1 == true %}{{ contact.1 }}, blink{% else %}Blink{% endif %} and you'll miss these picture-perfect discounts!",6318952,1723282,0.27271642512872385,0.27236931432206446
do you want to let your discount slip away away away away,"Do you want to let your discount slip {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} away, {{ contact.1 }}? {% else %}away? {% endif %}{% else %}{% if contact.1 == true %} away, {{ contact.1 }}? {% else %}away? {% endif %}{% endif %}",2790394,761452,0.2728833275874303,0.27236098703458317
vip alert your chance to get the best deals,VIP alert! Your chance to get the best deals &#x1f4a5;,1993864,544223,0.27294890724743515,0.27233099929846016
get inspired we have ideas for you,"Get Inspired{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} We have ideas for you &#x1f4a1;",3430330,935709,0.272775214046462,0.2723041388973587
spring into savings save up to on canvas prints,&#x1f338; Spring into savings – save up to 71% on Canvas Prints!  ,6022020,1641710,0.27261782591223543,0.2722623041678928
do you really want to let your code cs nd crm expire,"Do you really want to let your code CS2ND24CRM expire{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %} &#x23f0;",92151,25354,0.2751353756334711,0.2722613755586444
hurry up your mother s day offer expires at midnight,"Hurry up{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Your Mother's Day offer expires at midnight!",17720,4940,0.27878103837471785,0.27222731751898893
